ENT,CVE_MUN,MUN,POB_TOT,ANALF,SPRIM,OVSDE,OVSEE,OVSAE,VHAC,OVPT,PL<5000,PO2SM,IM,GM,LUG_NAC,LUGAR_EST,AÑO
Hidalgo,13045,Omitl·n de Ju·rez,7151,19.91,47.18,49.87,22.51,39.38,63.9,30.96,100,77.76,-0.074,Medio,1260,48,1990
Hidalgo,13043,Nicol·s Flores,7068,28.76,58.4,83.43,81.38,39.8,71.6,70.46,100,83.37,1.04,Alto,391,16,1990
Hidalgo,13038,Mineral del Chico,7009,29.21,63.88,71.57,48.05,52.82,63.6,45.01,100,82.05,0.652,Alto,647,24,1990
Hidalgo,13065,Tetepango,6871,13.1,40.73,45.94,3.9,8.02,58.22,10.76,21.38,56.57,-1.178,Bajo,2089,75,1990
Hidalgo,13047,Pacula,5450,30.2,75.82,81.56,37.41,82.77,71.5,66.11,100,88.84,1.216,Muy alto,309,11,1990
Hidalgo,13020,Eloxochitl·n,3367,25.93,62.29,34.71,40.03,26.96,59.89,60.54,100,87.73,0.309,Alto,931,33,1990
Hidalgo,13033,Ju·rez Hidalgo,3185,29.51,63.51,29.86,34.68,64.08,62.83,60.84,100,72.81,0.373,Alto,874,30,1990
Jalisco,14039,Guadalajara,1650205,4.27,22.25,0.38,0.61,1.39,39.8,3.84,0.01,52.98,-2.145,Muy bajo,2391,124,1990
Jalisco,14120,Zapopan,712008,5.23,23.71,3.41,4.22,14.16,40.31,7.99,2.56,47.86,-2.03,Muy bajo,2382,123,1990
Jalisco,14098,Tlaquepaque,339649,9.01,37.38,6.83,8.39,25.49,61.68,17.14,0.43,63.03,-1.303,Bajo,2153,105,1990
Jalisco,14101,Tonal·,168555,9.3,39.03,9.11,7.7,39.64,63.11,22.59,6.73,64.71,-1.114,Bajo,2055,90,1990
Jalisco,14067,Puerto Vallarta,111457,5.58,25.95,8.35,5.89,9.82,55.27,7.57,9.32,36.23,-1.91,Muy bajo,2361,122,1990
Jalisco,14053,Lagos de Moreno,106157,15.41,50.51,30.89,15.56,25.59,58.37,8.27,40.05,66.15,-0.84,Bajo,1871,61,1990
Jalisco,14093,Tepatitl·n de Morelos,92395,14.03,51.86,15.9,9.82,16.28,48.91,5.53,31.02,59.9,-1.233,Bajo,2118,98,1990
Jalisco,14023,Ciudad Guzm·n,74068,9.83,33.64,1.32,3.16,3.18,48.7,10.48,1.96,57.67,-1.748,Muy bajo,2319,121,1990
Jalisco,14063,Ocotl·n,69646,9.55,37.27,6.84,2.8,10.04,51.35,11.57,10.12,46.27,-1.7,Muy bajo,2304,120,1990
Jalisco,14097,Tlajomulco de Z˙Òiga,68428,10.78,46.52,15.75,3.96,17.49,61.22,21.78,48.35,65.62,-0.99,Bajo,1976,77,1990
Jalisco,14008,Arandas,63279,18.37,59.78,27.05,21.53,28.58,53.68,10.34,39.21,65.62,-0.743,Bajo,1790,56,1990
Jalisco,14006,Ameca,54555,10.04,43.22,17.49,3.76,8.55,52.18,14.77,43.39,54.47,-1.345,Bajo,2170,107,1990
Jalisco,14018, La Barca                                         ,52845,13.96,49.07,14.91,2.24,14.23,55.65,16.32,52.68,58.9,-1.113,Bajo,2054,89,1990
Jalisco,14015,Autl·n de Navarro,46747,8.85,39.15,13.17,10.27,10.76,52.92,20.75,27.11,56.13,-1.372,Bajo,2185,110,1990
Jalisco,14013,Atotonilco el Alto,46513,15.76,53.94,25.66,9.79,18.07,54.68,20.93,48.76,57.05,-0.937,Bajo,1939,73,1990
Jalisco,14073,San Juan de los Lagos,46409,13.08,49.23,20.11,13.03,25.57,54.54,4.07,25.84,55.05,-1.189,Bajo,2097,94,1990
Jalisco,14083,Tala,45313,11.78,47.48,8.87,6.03,6.95,53.31,14.04,45.79,55.93,-1.299,Bajo,2149,103,1990
Jalisco,14035,EncarnaciÛn de DÌaz,42341,15.09,58.26,29.48,19.52,19.84,55.71,7.94,56,73.02,-0.689,Bajo,1753,52,1990
Jalisco,14085,Tamazula de Gordiano,42250,15.9,51.81,17.4,11.87,14.45,50.33,22.05,61.56,52.56,-1.058,Bajo,2020,86,1990
Jalisco,14124,Zapotlanejo,39902,14.57,54.92,26.45,14.45,27.17,57.61,12.56,55.26,54.55,-0.879,Bajo,1901,66,1990
Jalisco,14070, El Salto                                         ,38281,10.12,39.65,16.03,13.21,23.58,63.42,18.26,29.1,65.73,-1.041,Bajo,2011,84,1990
Jalisco,14091,Teocaltiche,36379,15.06,59.43,33.23,20.61,26.35,53.22,13.97,46.05,73.13,-0.644,Bajo,1711,47,1990
Jalisco,14030,Chapala,35578,8.59,40.01,7.5,2.67,5.55,51.21,12.69,17.87,53.5,-1.596,Muy bajo,2276,118,1990
Jalisco,14108, Tuxpan                                           ,34808,10.43,39.77,8.04,9.72,6.15,52.47,32.29,25.61,53.04,-1.382,Bajo,2194,112,1990
Jalisco,14066,Poncitl·n,32259,12.36,50.43,19.66,9.72,16.87,61.38,25.99,66.33,55.83,-0.892,Bajo,1908,68,1990
Jalisco,14050,Jocotepec,30928,13.56,54.89,17.34,2.12,12.45,57.65,25,57.5,49.52,-1.061,Bajo,2023,88,1990
Jalisco,14100,Tomatl·n,30750,13.87,53.92,49.55,60.96,35.3,67.97,37.96,77.73,54.71,-0.105,Medio,1279,23,1990
Jalisco,14016,Ayotl·n,30740,18.93,61.63,32.16,10.38,22.86,60.14,27.44,55.88,56.56,-0.64,Bajo,1706,46,1990
Jalisco,14094,Tequila,28088,11.68,46.13,18.14,20.82,10.41,61.36,22.73,37.31,65.74,-0.942,Bajo,1943,74,1990
Jalisco,14121,Zapotiltic,27981,11.68,42.67,5.49,5.75,4.99,54.83,20.36,26.65,48.38,-1.47,Bajo,2232,117,1990
Jalisco,14082,Sayula,27940,9.39,39.82,5.91,4.1,2.76,54,29.92,2.58,65.92,-1.4,Bajo,2205,114,1990
Jalisco,14077,San MartÌn Hidalgo,26505,8.61,46.95,13.88,3.2,7.25,49.75,13.27,74.13,48.29,-1.346,Bajo,2172,108,1990
Jalisco,14022,Cihuatl·n,24855,10.88,41.7,12.42,8,14.44,62.99,17.57,46.36,42.33,-1.298,Bajo,2147,102,1990
Jalisco,14119,Zacoalco de Torres,24669,11.05,47.89,14.4,3.99,10.37,51.81,34.95,42.84,58.58,-1.143,Bajo,2070,93,1990
Jalisco,14024,Cocula,24600,12.58,47.86,19.71,3.09,14.77,53.46,22.24,51.89,56.07,-1.126,Bajo,2061,91,1990
Jalisco,14046,Jalostotitl·n,24497,13.99,51.55,19.31,12.79,18.13,49.2,5.27,26.16,66.62,-1.137,Bajo,2066,92,1990
Jalisco,14078,San Miguel el Alto,23598,16.02,53.01,21.49,17.42,20.67,51.18,4.04,25.84,66.35,-1.037,Bajo,2005,82,1990
Jalisco,14064,Ojuelos de Jalisco,23400,18.41,58.82,58.81,17.11,36.4,61.35,22.04,68.95,76.31,-0.175,Medio,1333,28,1990
Jalisco,14021,Casimiro Castillo,21738,14.05,50.43,19.58,7.42,11.39,58.7,17.03,51.51,36.01,-1.255,Bajo,2132,100,1990
Jalisco,14118,Yahualica de Gonz·lez Gallo,21392,13.12,56,26.17,16.26,40.22,42.52,12.93,37.33,61.27,-0.978,Bajo,1964,76,1990
Jalisco,14043, La Huerta                                        ,20678,13.88,51.65,31.45,18.56,26.82,61.83,29.55,71.51,47.87,-0.731,Bajo,1785,55,1990
Jalisco,14033,Degollado,20405,14.85,59.03,39.84,12.32,35.25,61.07,20.07,54.43,62.68,-0.563,Bajo,1647,41,1990
Jalisco,14037, El Grullo                                        ,20135,11.72,47.11,8.7,5.92,8.41,52.64,16.91,11.19,58.47,-1.385,Bajo,2196,113,1990
Jalisco,14048,Jes˙s MarÌa,19776,21.56,70.4,49.92,39.02,46.79,59.74,19.29,67,72.03,0.01,Medio,1181,18,1990
Jalisco,14096,Tizap·n el Alto,19598,14.71,48.77,26.46,9.53,21.26,59.23,27.57,31.64,60.6,-0.912,Bajo,1922,70,1990
Jalisco,14045,Ixtlahuac·n del RÌo,19527,17.79,60.7,43.87,25.02,40.52,59.02,28.35,100,70.95,-0.122,Medio,1288,24,1990
Jalisco,14047,Jamay,19145,13.55,48.27,7.69,2.33,5.46,58.9,17.64,27.11,48.91,-1.36,Bajo,2178,109,1990
Jalisco,14105,Tototl·n,18717,15.51,53.52,22.55,8.49,19.25,58.85,22.39,50.81,54.7,-0.923,Bajo,1932,71,1990
Jalisco,14087,Tecalitl·n,18000,16.78,51.43,19.79,26.47,11.39,54.77,30.45,26.31,57.19,-0.948,Bajo,1946,75,1990
Jalisco,14029,CuquÌo,17469,20.61,63.45,63.38,34.2,67.04,57.76,39.96,100,76.08,0.344,Alto,903,8,1990
Jalisco,14003,Ahualulco de Mercado,17419,10.55,43.22,12.65,6.16,5.06,49.54,17.31,32.85,50.67,-1.465,Bajo,2231,116,1990
Jalisco,14044,Ixtlahuac·n de los Membrillos,16674,9.17,42.18,20.68,4.92,10.35,57.68,17.15,100,55.78,-1.037,Bajo,2007,83,1990
Jalisco,14001,Acatic,16434,20.1,65.31,39.95,22.59,41.86,61.27,21.38,46.46,69.9,-0.297,Medio,1466,34,1990
Jalisco,14065,Pihuamo,16340,18.66,55.97,22.26,20.49,16.62,54.03,27.24,49.05,54.87,-0.846,Bajo,1875,62,1990
Jalisco,14036,Etzatl·n,15924,9.4,40.49,13.29,7.08,9.24,53.9,15.62,28.79,57.36,-1.378,Bajo,2191,111,1990
Jalisco,14025,Colotl·n,15762,10.16,51.96,31.93,14.65,25,51.35,11.31,36.3,61.36,-1.01,Bajo,1988,79,1990
Jalisco,14114,Villa Corona,15638,12.16,50.43,12.66,3.92,3.25,50.91,20.65,62.73,51.21,-1.252,Bajo,2130,99,1990
Jalisco,14088,Tecolotl·n,15537,11.76,49.34,26.26,9.01,14.16,49.48,15.02,54.75,64.71,-1.041,Bajo,2012,85,1990
Jalisco,14055,Magdalena,15361,9.14,47.16,9.39,3.18,6.58,61.31,10.56,28.25,58.97,-1.303,Bajo,2152,104,1990
Jalisco,14109,UniÛn de San Antonio,15023,20.21,61.75,45.27,29.93,46.76,59.7,8.87,100,76.24,-0.069,Medio,1252,21,1990
Jalisco,14002,Acatl·n de Ju·rez,14450,7.8,36.49,3.39,2.02,1.86,56.59,9.76,15.81,48.46,-1.699,Muy bajo,2303,119,1990
Jalisco,14113,San Gabriel,14280,15.96,57.96,23.97,10.63,12.32,56.74,38.14,100,78.53,-0.405,Medio,1545,37,1990
Jalisco,14123,Zapotl·n del Rey,14254,17.66,63.56,31.25,12.11,24.1,61.54,38,100,66.19,-0.291,Medio,1457,33,1990
Jalisco,14061,Mezquitic,14080,40.63,75.05,72.93,80.48,65.89,62.75,72.61,100,74.45,1.213,Muy alto,312,1,1990
Jalisco,14110,UniÛn de Tula,13969,10.09,49.2,19.37,4.47,6.48,47.39,14.7,39.74,63.68,-1.256,Bajo,2133,101,1990
Jalisco,14058,Mascota,13936,8.86,51.15,18.69,12.29,9.91,47.89,16.82,46.93,56.05,-1.227,Bajo,2111,97,1990
Jalisco,14017,Ayutla,13680,12.95,57.5,38.58,23.25,28.68,48.4,32.52,51.57,69.62,-0.592,Bajo,1672,42,1990
Jalisco,14027,Cuautitl·n de GarcÌa Barrag·n,13146,26.1,69.12,63.87,46.25,36.3,67.18,62.29,100,52.38,0.368,Alto,881,7,1990
Jalisco,14074,San Juli·n,13089,12.63,55.25,25.16,15.97,15.1,54.07,5.62,21.74,67.17,-1.029,Bajo,1998,81,1990
Jalisco,14116,Villa Hidalgo,12814,11.42,58.87,31.1,12.16,16.54,60.62,8.8,33.02,66.97,-0.852,Bajo,1884,63,1990
Jalisco,14092,Teocuitatl·n de Corona,12766,14.58,56.51,34.8,4.96,12.97,52.36,46.49,100,68.04,-0.508,Bajo,1619,40,1990
Jalisco,14069,Quitupan,12697,23.89,62.25,43.22,26.37,35.46,53.04,30.71,100,61.8,-0.214,Medio,1382,30,1990
Jalisco,14068,Villa PurificaciÛn,12660,18.42,63.54,50.99,39.34,29.51,60.68,45.66,100,59.4,-0.019,Medio,1206,20,1990
Jalisco,14084,Talpa de Allende,12608,13.25,54.75,37.77,24.59,29.84,58.52,29.59,51.48,57.99,-0.626,Bajo,1689,44,1990
Jalisco,14086,Tapalpa,12167,20.92,59.78,37.08,29.17,31.27,62.21,57.58,100,74.06,0.076,Alto,1133,15,1990
Jalisco,14079,GÛmez FarÌas,11699,19.43,52.91,6.71,5.58,9.8,60.7,30.87,50.58,65.51,-0.866,Bajo,1892,64,1990
Jalisco,14009, El Arenal                                        ,11620,10.21,47.49,8.79,7.65,9.5,58.28,11.25,35.42,54.3,-1.305,Bajo,2154,106,1990
Jalisco,14059,Mazamitla,10226,15.51,46.59,31.97,19.66,17.6,51.03,38.8,46.51,55.43,-0.885,Bajo,1904,67,1990
Jalisco,14005,Amatit·n,10069,11.98,45.97,22.17,9.51,10.97,61.37,18.22,32.69,65.07,-1.026,Bajo,1997,80,1990
Jalisco,14051,Juanacatl·n,10068,9.58,38.06,14.54,2.45,10.36,56.46,12.8,33.71,55.01,-1.406,Bajo,2206,115,1990
Jalisco,14042,Huejuquilla el Alto,9901,15.77,60.77,62.91,51.83,52.67,60.3,30.91,100,70.95,0.214,Alto,1018,13,1990
Jalisco,14099,Tolim·n,8935,23.23,66.51,47.65,26.11,11.79,59.86,41.73,100,82.56,0.08,Alto,1128,14,1990
Jalisco,14049,Jilotl·n de los Dolores,8595,28.48,71.48,65.49,46.29,36.04,71.09,55.49,100,66.53,0.576,Alto,707,3,1990
Jalisco,14007,Antonio Escobedo,8197,10.85,48.68,18.38,3.93,9.29,51.21,24.15,100,51.61,-1.058,Bajo,2021,87,1990
Jalisco,14020,Cabo Corrientes,8146,13.18,57.16,60.66,70.4,51.68,63.54,51.58,100,58.98,0.273,Alto,967,10,1990
Jalisco,14014,Atoyac,8087,15.98,56.76,15.68,11.57,9,52.52,54.02,100,54.12,-0.685,Bajo,1751,51,1990
Jalisco,14040,Hostotipaquillo,8069,18.53,61.23,45.55,20.76,24.78,59.96,32.24,100,68.23,-0.198,Medio,1361,29,1990
Jalisco,14095,Teuchitl·n,7778,12.2,50.96,8.55,4.17,5.81,50.06,11.27,100,50.71,-1.194,Bajo,2099,95,1990
Jalisco,14103,Tonila,7499,14.43,47.97,7.52,5.43,2.29,54.13,25.24,100,59.54,-0.998,Bajo,1978,78,1990
Jalisco,14041,Huej˙car,7229,11.65,56.3,35.86,12.21,22.79,46.11,7.89,100,74.81,-0.671,Bajo,1737,50,1990
Jalisco,14080,San Sebasti·n del Oeste,6754,17.37,62.02,59.16,39.35,23.69,59.62,38,100,69.7,0.022,Medio,1174,17,1990
Jalisco,14060,Mexticac·n,6712,16.19,59.9,38.83,18.92,38.07,48.88,14.33,100,67.43,-0.46,Medio,1585,38,1990
Jalisco,14102,Tonaya,6685,14.71,57.8,19.63,7.92,9.61,50.36,25.7,100,76.81,-0.639,Bajo,1701,45,1990
Jalisco,14090,Tenamaxtl·n,6529,10.78,51.46,35.8,4.56,30.88,42.31,17.89,100,56.12,-0.908,Bajo,1918,69,1990
Jalisco,14104,Totatiche,6518,13.83,59.12,44.5,36.54,39.27,47.15,16.21,100,68.03,-0.356,Medio,1507,36,1990
Jalisco,14054, El LimÛn                                         ,6512,11.53,52.91,13.64,5.62,7.97,40.25,8.67,100,55.47,-1.213,Bajo,2105,96,1990
Jalisco,14019,BolaÒos,6393,31.2,67.36,57.15,55.91,49.25,66.03,52.71,100,49.76,0.39,Alto,861,6,1990
Jalisco,14115,Villa Guerrero,6374,18.38,63.71,47.04,35.55,50.37,48.14,20.6,100,61.4,-0.227,Medio,1401,31,1990
Jalisco,14122,Zapotitl·n de Vadillo,6310,21.5,63.15,49.1,44.15,13.14,58.58,66.17,100,79.39,0.24,Alto,990,11,1990
Jalisco,14052,Juchitl·n,6127,10.85,52.07,20.21,12.72,10.97,47.04,12.34,100,64.89,-0.937,Bajo,1938,72,1990
Jalisco,14072,San Diego de AlejandrÌa,6005,20.89,65.28,41.47,35.45,28.05,60.24,14.83,100,70.69,-0.13,Medio,1295,25,1990
Jalisco,14107,Tuxcueca,5548,11.18,52.81,24.24,3.98,18.58,51.62,30.25,100,61.64,-0.788,Bajo,1827,58,1990
Jalisco,14011,Atengo,5525,13.35,63.61,56.52,9.56,39.72,53.35,44.8,100,70.71,-0.13,Medio,1296,26,1990
Jalisco,14112,Valle de Ju·rez,5505,14.22,52.7,24.79,18.86,10.72,46.32,25.36,100,59.32,-0.824,Bajo,1857,59,1990
Jalisco,14111,Valle de Guadalupe,5480,14.14,52.59,29.45,25.28,25.31,44.31,7.39,100,68.12,-0.725,Bajo,1781,54,1990
Jalisco,14038,Guachinango,5324,16.13,61.64,49.06,31.57,30.71,55.25,42.9,100,62.61,-0.158,Medio,1320,27,1990
Jalisco,14026,ConcepciÛn de Buenos Aires,5294,17.34,55.77,14.31,9.03,6.22,54.69,60.4,100,57.22,-0.623,Bajo,1687,43,1990
Jalisco,14117,CaÒadas de ObregÛn,5177,18.14,67.37,46.21,32.8,42.33,48.77,15.03,100,79.54,-0.095,Medio,1270,22,1990
Jalisco,14010,Atemajac de Brizuela,5070,24.35,63.2,49.77,24.21,32.6,59.62,61.64,100,77.8,0.232,Alto,999,12,1990
Jalisco,14004,Amacueca,5023,12.64,51.19,13.16,11.76,4.77,49.76,40.57,100,75.22,-0.705,Bajo,1769,53,1990
Jalisco,14032,Chiquilistl·n,4909,20.44,60.75,42.45,18.97,13.24,58.88,66.03,100,79.01,0.023,Medio,1172,16,1990
Jalisco,14081,Santa MarÌa de los ¡ngeles,4800,13.38,63.06,55.11,17.48,20.59,46.79,15.11,100,67.3,-0.481,Medio,1604,39,1990
Jalisco,14071,San CristÛbal de la Barranca,4684,14.81,63.45,67.82,52.35,58.6,70.68,50.38,100,66.71,0.484,Alto,780,5,1990
Jalisco,14012,Atenguillo,4516,13.49,55.9,33.33,19.96,25.9,44.07,22.12,100,65.22,-0.65,Bajo,1720,48,1990
Jalisco,14106,Tuxcacuesco,4357,21.29,69.26,54.64,23.59,30.85,57.74,53.65,100,85.93,0.29,Alto,949,9,1990
Jalisco,14062,Mixtl·n,3864,11.91,58.08,45,25.16,19.48,53.2,43.45,100,76.86,-0.23,Medio,1408,32,1990
Jalisco,14076,San MartÌn de BolaÒos,3587,15.28,62.04,56.74,36.77,44.56,55.83,50.88,100,58.09,-0.01,Medio,1197,19,1990
Jalisco,14057, La Manzanilla de la Paz                          ,3547,10.82,51.31,24.99,7.47,14.03,46.71,36.74,100,65.92,-0.782,Bajo,1821,57,1990
Jalisco,14031,Chimaltit·n,3304,23.89,71.41,73.27,59.63,77.66,56.67,56.64,100,52.74,0.558,Alto,719,4,1990
Jalisco,14089,Techaluta de Montenegro,3168,11.25,51.16,14.73,8.05,9.09,54.88,43.56,100,72.29,-0.662,Bajo,1725,49,1990
Jalisco,14075,San Marcos,3164,11.72,44.33,16.44,11.95,7.9,53.5,22.02,100,72.3,-0.838,Bajo,1870,60,1990
Jalisco,14028,Cuautla,2905,12.48,58.71,37.7,23.45,23.89,51.64,31.31,100,77.38,-0.332,Medio,1487,35,1990
Jalisco,14056,Manuel M. DiÈguez,2791,28.84,64.25,75.71,70.05,72.44,66.03,60.42,100,61.61,0.81,Alto,528,2,1990
Jalisco,14034,Ejutla,2244,11.57,59.73,25.08,10.88,21.18,38.75,15.69,100,63.15,-0.879,Bajo,1899,65,1990
MÈxico,15058,NezahualcÛyotl,1256115,5.38,22.71,0.44,0.35,2.29,60.19,2.48,0.05,60.7,-1.815,Muy bajo,2337,113,1990
MÈxico,15033, Ecatepec de Morelos                              ,1218135,5.24,22.34,2.91,3.02,10.94,58.42,5.73,0,67.1,-1.683,Muy bajo,2297,111,1990
MÈxico,15057,Naucalpan de Ju·rez,786551,5.45,20.82,2.04,1.08,1.4,49.94,2.9,1.79,62.17,-1.92,Muy bajo,2366,117,1990
MÈxico,15104,Tlalnepantla de Baz,702807,5.03,18.99,1.85,0.46,1.87,48.47,3.22,0.08,60.24,-1.986,Muy bajo,2375,118,1990
MÈxico,15106,Toluca,487612,9.19,26.15,18.05,4.87,13.54,51.27,13.14,19.85,54.01,-1.594,Muy bajo,2274,106,1990
MÈxico,15121,Cuautitl·n Izcalli,326750,3.68,16.05,3.32,1.55,3.1,40.25,2.4,1.33,43.69,-2.274,Muy bajo,2395,120,1990
MÈxico,15013,Atizap·n de Zaragoza,315192,5.41,18.89,5.4,4.09,14.64,46.16,6.69,0.04,56.87,-1.917,Muy bajo,2363,116,1990
MÈxico,15025,Chalco,282940,10.68,37.67,14.01,4.89,70.16,76.34,21.55,7.18,70.96,-0.729,Bajo,1783,57,1990
MÈxico,15109,Tultitl·n,246464,4.77,19.7,5.27,1.69,12.17,49.43,4.19,1.28,62.16,-1.861,Muy bajo,2350,114,1990
MÈxico,15031,Chimalhuac·n,242317,9.42,36.46,9.63,10.91,14.69,78.41,16.52,2.78,69.54,-1.065,Bajo,2026,75,1990
MÈxico,15060,Nicol·s Romero,184134,8.85,29.9,14.47,3.5,15.89,66.03,11.14,16.97,63.36,-1.331,Bajo,2164,96,1990
MÈxico,15020,Coacalco de Berrioz·bal,152082,2.22,11.41,0.76,0.99,2.32,32.03,0.79,0.54,51.07,-2.39,Muy bajo,2401,121,1990
MÈxico,15074,San Felipe del Progreso,140834,35.12,73.33,82.2,37.47,69.71,76.57,42.59,100,70.73,0.919,Alto,467,3,1990
MÈxico,15099,Texcoco,140368,6.55,23.82,16.54,2.53,7.9,55.36,7.14,24.74,58.11,-1.623,Muy bajo,2282,108,1990
MÈxico,15054,Metepec,140268,4.25,15.09,4.9,1.43,6.69,39.65,6.5,13.58,46.37,-2.162,Muy bajo,2392,119,1990
MÈxico,15039,Ixtapaluca,137357,8.51,31.09,10.1,8.99,28.69,69.54,12.36,9.83,64.69,-1.216,Bajo,2106,84,1990
MÈxico,15070, La Paz                                           ,134782,7.28,28.26,5.19,5.07,11.55,70.07,7.04,0.18,64.24,-1.46,Bajo,2225,103,1990
MÈxico,15037,Huixquilucan,131926,6.94,24.9,13.27,3.55,9.95,52.54,11.17,30.4,54.35,-1.64,Muy bajo,2284,109,1990
MÈxico,15081,Tec·mac,123218,6.43,25.65,8.1,3.01,11.18,58.79,7.3,4.3,58.59,-1.664,Muy bajo,2292,110,1990
MÈxico,15042,Ixtlahuaca,88545,25.71,53.07,68.66,18.51,30.18,69.9,42.11,76.07,75.49,0.113,Alto,1101,31,1990
MÈxico,15005,Almoloya de Ju·rez,84147,21.48,55.13,71.31,23.85,43.78,69.62,43.29,84.62,72.73,0.21,Alto,1022,25,1990
MÈxico,15118,Zinacantepec,83197,15.95,39.04,30.97,8.99,24.28,69.18,27.17,45.93,65.98,-0.735,Bajo,1787,59,1990
MÈxico,15082,Tejupilco,74985,31.32,61.65,57.14,42.89,44.46,68.01,48.7,71.14,72.68,0.369,Alto,879,19,1990
MÈxico,15120,Zumpango,71413,10.88,36.62,17.88,3.02,4.26,66.81,9.26,31.11,59.97,-1.272,Bajo,2141,92,1990
MÈxico,15051,Lerma,66912,12.87,32.95,22.36,3.56,10.38,62.82,16.2,54.64,59.54,-1.153,Bajo,2077,81,1990
MÈxico,15088,Tenancingo,60300,14.44,40.09,29.1,6.98,27.4,69.32,29.78,58.92,70.01,-0.643,Bajo,1707,52,1990
MÈxico,15114,Villa Victoria,58566,35.39,71.83,82.02,45.74,71.14,75.83,50.46,100,73.66,1.027,Alto,407,1,1990
MÈxico,15029,Chicoloapan,57306,8.07,31.29,6.27,1.86,4.64,70.78,8.53,0,65.23,-1.442,Bajo,2220,101,1990
MÈxico,15014,Atlacomulco,54067,19.55,44.51,50.01,9.19,15.33,64.53,24.75,75.08,64.06,-0.559,Bajo,1644,49,1990
MÈxico,15045,Jilotepec,52609,15.6,51.22,65.08,23.17,42.59,63.4,20.77,84.4,77.06,-0.097,Medio,1273,38,1990
MÈxico,15085,Temascalcingo,51269,26.59,60.39,70.49,12.14,28.44,70.11,36.06,75.52,71.14,0.081,Alto,1126,32,1990
MÈxico,15087,Temoaya,49427,23.74,64.47,64.31,11.09,21.95,74.09,50.45,100,68.23,0.202,Alto,1031,26,1990
MÈxico,15024,Cuautitl·n,48858,5.26,21.23,3.57,2.19,2.75,52.24,2.72,15.73,63.7,-1.805,Muy bajo,2335,112,1990
MÈxico,15001,Acambay,47517,26.47,60.99,77.14,21.91,51.3,67.93,42.48,100,77.31,0.46,Alto,796,17,1990
MÈxico,15108,Tultepec,47323,7.41,28.13,8.54,2.72,5.12,62.44,7.03,5.77,59.82,-1.601,Muy bajo,2278,107,1990
MÈxico,15090,Tenango del Valle,45952,15.94,39.49,18,6.64,13.18,66.97,32.54,69.21,70.73,-0.742,Bajo,1789,60,1990
MÈxico,15047,Jiquipilco,44012,26.55,57.89,64.69,16.18,26.73,64.4,32.99,85.33,74,0.016,Medio,1177,33,1990
MÈxico,15002,Acolman,43276,7.31,26.82,15.46,1.79,8.17,63.59,6.67,39.44,63.85,-1.391,Bajo,2200,98,1990
MÈxico,15101,Tianguistenco,42448,10.49,33.39,20.44,3.99,9.94,69.84,24.99,37.17,67.4,-1.034,Bajo,2003,72,1990
MÈxico,15091,Teoloyuc·n,41964,9.16,32.55,21.2,2.65,11.88,68.06,10.26,24.49,61.29,-1.263,Bajo,2135,91,1990
MÈxico,15076,San Mateo Atenco,41926,9.52,28.26,22.29,3.11,22.5,63.89,12.73,13.59,60.96,-1.314,Bajo,2158,95,1990
MÈxico,15067,Otzolotepec,40407,21.01,48.15,49.34,9.28,17.13,72.22,40.6,59.33,61.69,-0.401,Medio,1543,46,1990
MÈxico,15095,Tepotzotl·n,39647,9.04,30.5,19.58,4.96,11.41,61.2,8.99,26.59,59.98,-1.377,Bajo,2189,97,1990
MÈxico,15113,Villa Guerrero,39233,15.32,56.55,44.69,13.6,28.57,69.16,42.03,82.56,80.84,-0.073,Medio,1259,37,1990
MÈxico,15048,Jocotitl·n,39077,16.22,44.99,57.49,10.71,23.11,65.58,20.07,86.55,74.91,-0.36,Medio,1514,42,1990
MÈxico,15062,Ocoyoacac,37395,10.75,31.85,14.21,4.49,6.58,69.91,13.68,35.79,59.76,-1.246,Bajo,2126,88,1990
MÈxico,15009,Amecameca,36321,7.99,29.76,7.53,2.89,3.71,66.66,24.17,30.14,66.63,-1.286,Bajo,2144,93,1990
MÈxico,15110,Valle de Bravo,36135,16.36,44.03,31.64,15.55,18.73,62.07,24.13,42.45,57.16,-0.873,Bajo,1895,64,1990
MÈxico,15105,Tlatlaya,33914,34.21,61.41,77.38,53.22,67.64,66.63,67.07,100,67.29,0.833,Alto,515,5,1990
MÈxico,15103,Tlalmanalco,32984,5.04,22.51,8.87,2.06,9.39,60.77,14.93,19.75,60.52,-1.578,Bajo,2266,104,1990
MÈxico,15092,Teotihuac·n,30486,7.39,27.42,17.34,2.06,15.71,65.54,7.59,54.85,63.55,-1.253,Bajo,2131,90,1990
MÈxico,15003,Aculco,29174,24.23,60.52,73.05,40.18,42.95,66.99,35.18,100,80.36,0.445,Alto,805,18,1990
MÈxico,15115,Xonacatl·n,28837,15.05,38.96,27.98,4.41,9.34,68.03,27.21,32.02,55.82,-1.032,Bajo,2002,71,1990
MÈxico,15111,Villa de Allende,28743,28.83,67.11,75.34,47.53,56.19,74.6,33.33,100,70.22,0.656,Alto,644,11,1990
MÈxico,15008,Amatepec,28185,30.79,61.91,72.03,55.93,64.63,63.2,58.28,100,78.2,0.79,Alto,542,6,1990
MÈxico,15021,Coatepec Harinas,27940,23.07,60.26,58.06,31.63,47.55,68.52,39.82,81.16,82.58,0.317,Alto,925,21,1990
