ENT,CVE_MUN,MUN,POB_TOT,ANALF,SPRIM,OVSDE,OVSEE,OVSAE,VHAC,OVPT,PL<5000,PO2SM,IM,GM,LUG_NAC,LUGAR_EST,AÑO
MÈxico,15112,Villa del CarbÛn,27283,27.6,61.86,65.79,35.26,37.85,67.93,34.57,80.13,77.41,0.304,Alto,937,22,1990
MÈxico,15086,Temascaltepec,26968,21.26,56.37,68.51,35.91,47.11,70.42,49.49,100,82.73,0.491,Alto,777,15,1990
MÈxico,15036,Hueypoxtla,26189,18.86,51.68,68.44,4.16,19.13,71.91,15.3,57.33,71.3,-0.353,Medio,1504,41,1990
MÈxico,15053,Melchor Ocampo,26154,6.26,28.1,14.48,3.12,5.62,68.62,8.44,11.72,61.3,-1.456,Bajo,2223,102,1990
MÈxico,15035,Huehuetoca,25529,9.38,32.45,18.59,3.67,6.13,65.67,5.07,76.61,61.97,-1.167,Bajo,2083,83,1990
MÈxico,15064, El Oro                                           ,25490,21.75,52.08,62.86,18.53,34.62,63.96,37.67,100,69.97,-0.017,Medio,1203,34,1990
MÈxico,15018,Calimaya,24906,11.93,32.42,18.83,3.42,5.43,69.03,24.9,72.99,67.41,-0.947,Bajo,1945,66,1990
MÈxico,15023,Coyotepec,24451,12.38,34.37,20.83,5.79,7.38,70.89,20,6.88,64.7,-1.157,Bajo,2080,82,1990
MÈxico,15040,Ixtapan de la Sal,24297,16.28,44.79,35.77,11.17,35.97,61.96,30.12,45.43,72.26,-0.579,Bajo,1660,51,1990
MÈxico,15080,Sultepec,23462,34.93,67.96,78.52,56.85,46.8,73.14,66.64,100,78.09,1.009,Alto,418,2,1990
MÈxico,15044,Jaltenco,22803,4.14,21.45,7.72,1.77,2.23,49.99,4.05,19.98,54.47,-1.893,Muy bajo,2357,115,1990
MÈxico,15056,Morelos,21853,32.77,63.51,72.75,29.8,31.82,68.07,46.34,100,84.56,0.568,Alto,711,12,1990
MÈxico,15065,Otumba,21834,12.34,40.33,42.78,8.33,10.54,67.5,17.07,69.93,71.66,-0.699,Bajo,1765,53,1990
MÈxico,15032,Donato Guerra,21510,34.6,71.56,70.21,48.97,56.51,74.74,54.59,100,69.7,0.859,Alto,499,4,1990
MÈxico,15019,Capulhuac,21258,8.39,26.77,10.69,2.17,5.36,65.93,14.35,37.97,56.99,-1.424,Bajo,2215,100,1990
MÈxico,15011,Atenco,21219,6.1,26.74,12.93,4.54,9.8,69.04,7.23,49.93,68.01,-1.249,Bajo,2128,89,1990
MÈxico,15096,Tequixquiac,20784,8.18,40.43,35.33,4.61,18.18,67.16,9.41,31.12,61.41,-1.06,Bajo,2022,74,1990
MÈxico,15084,Temascalapa,19099,11.35,42.58,45.7,6.46,9.27,70.78,15.6,100,72.1,-0.547,Bajo,1640,48,1990
MÈxico,15063,Ocuilan,19043,18.33,58.82,58.73,11.31,19.29,72.18,49.54,100,82.94,0.167,Alto,1062,28,1990
MÈxico,15015,Atlautla,18993,17.11,46.1,33.43,5.14,13.09,75.38,41.48,63.15,82.11,-0.337,Medio,1489,40,1990
MÈxico,15010,Apaxco,18500,11.62,40.66,30.55,5.37,14.04,65.21,6.13,42.26,62.66,-1.056,Bajo,2019,73,1990
MÈxico,15068,Ozumba,18052,8.82,34.36,13.43,5.3,10.83,72.83,29.69,25.49,70.84,-1.016,Bajo,1992,69,1990
MÈxico,15026,Chapa de Mota,17581,28.43,63.67,76.07,28.43,37.55,70.31,36.51,100,79.82,0.486,Alto,779,16,1990
MÈxico,15052,Malinalco,16872,22.9,57.42,61.56,14.81,36.02,70.19,46.35,68.08,80.88,0.148,Alto,1074,29,1990
MÈxico,15093,Tepetlaoxtoc,16120,11.45,34.95,38.13,5.29,9.91,68.9,16.53,100,69.21,-0.715,Bajo,1774,56,1990
MÈxico,15016,Axapusco,15803,14.51,45.2,43.14,4.13,8.23,70.22,16.84,100,76.49,-0.475,Medio,1600,47,1990
MÈxico,15007,Amanalco,15702,30.3,66.48,75.19,37.12,52.2,71.59,52.04,100,81.01,0.769,Alto,563,8,1990
MÈxico,15028,Chiautla,14764,6.29,29.98,18.55,3.51,8.89,67.8,11.44,100,67.56,-1.009,Bajo,1987,68,1990
MÈxico,15117,Zacualpan,14383,24.4,66.21,71.4,38.43,57.33,68.84,55.96,100,76.47,0.659,Alto,643,10,1990
MÈxico,15050,Juchitepec,14270,14.41,43.35,16.25,4.3,19.65,74.85,33.06,27.15,69.79,-0.774,Bajo,1814,61,1990
MÈxico,15030,Chiconcuac,14179,6.24,25.45,7.49,2.09,4.61,66.5,8.27,2.74,61.94,-1.586,Bajo,2269,105,1990
MÈxico,15043,Xalatlaco,14047,12.85,42.35,31.11,3.69,8.88,76.39,30.76,38.45,72.14,-0.702,Bajo,1767,54,1990
MÈxico,15075,San MartÌn de las Pir·mides,13563,8.04,33.54,26.25,3.25,4.79,64.89,9.97,37.87,72.42,-1.146,Bajo,2071,79,1990
MÈxico,15094,Tepetlixpa,12687,10.29,40.37,24.92,5.01,17.08,70.43,32.76,26.07,76.9,-0.789,Bajo,1828,62,1990
MÈxico,15097,Texcaltitl·n,12468,22.63,59.43,67.38,49.41,42.69,70.13,44.6,100,82.25,0.546,Alto,729,13,1990
MÈxico,15100,Tezoyuca,12416,5.09,24.19,12.04,3.23,14.05,68.1,7.8,51.5,66.94,-1.288,Bajo,2146,94,1990
MÈxico,15102,Timilpan,12059,18.85,53.66,64.3,16.65,48.4,59.68,23.17,100,73.85,-0.058,Medio,1243,36,1990
MÈxico,15004,Almoloya de Alquisiras,12021,22.15,60.02,65.61,40.67,42.32,65.83,46.01,100,74.05,0.358,Alto,893,20,1990
MÈxico,15119,Zumpahuac·n,11500,26.94,66.41,68.19,28.15,32.83,74.51,65.27,100,87.11,0.714,Alto,601,9,1990
MÈxico,15059,Nextlalpan,10840,6.64,32.26,23.36,5.05,5.77,68.97,11.53,31.31,63.51,-1.233,Bajo,2117,85,1990
MÈxico,15071,Polotitl·n,9714,12.5,49.29,51.76,20.42,22.5,60.03,9.32,100,76.72,-0.4,Medio,1541,45,1990
MÈxico,15107,Tonatico,9712,13.57,53.56,24.53,10.64,28.25,54.35,18.62,35,72.92,-0.817,Bajo,1850,63,1990
MÈxico,15046,Jilotzingo,9011,13.86,39.49,39.84,7.04,19.32,63.65,28.03,100,70.37,-0.559,Bajo,1645,50,1990
MÈxico,15022,Cocotitl·n,8068,6.48,27.48,15.52,3.76,7.14,73.66,20.39,13.75,68.11,-1.237,Bajo,2121,87,1990
MÈxico,15079,Soyaniquilpan de Ju·rez,7997,11.8,49.72,66.28,29.16,40.77,66.6,9.02,100,83.62,-0.028,Medio,1214,35,1990
MÈxico,15049,Joquicingo,7769,15.82,47.68,24.83,6.14,7.97,73.47,36.62,100,78.77,-0.361,Medio,1515,43,1990
MÈxico,15073,San Antonio la Isla,7321,11.09,31.58,12.8,3.25,11.41,72.26,36.14,0.16,70.38,-1.096,Bajo,2043,76,1990
MÈxico,15055,Mexicaltzingo,7248,9.93,29.75,9.46,3.33,10.39,66.17,17.68,11.18,59.66,-1.399,Bajo,2204,99,1990
MÈxico,15078,Santo Tom·s,7068,24.67,56.62,50.7,39.27,35.97,66.24,39.59,100,66.83,0.116,Alto,1098,30,1990
MÈxico,15072,RayÛn,7026,11.91,31.75,12.7,2.39,19.93,69.68,24.34,21.69,66.53,-1.109,Bajo,2052,77,1990
MÈxico,15006,Almoloya del RÌo,6777,10.73,33.3,13.13,2.79,3.57,72.11,27.18,0,64.77,-1.235,Bajo,2120,86,1990
MÈxico,15089,Tenango del Aire,6207,8.26,34.59,21.66,5.78,5.7,71.05,26.9,100,76.58,-0.708,Bajo,1771,55,1990
MÈxico,15041,Ixtapan del Oro,5880,27.79,66.82,75.11,61.89,37.38,70.96,44.26,100,82.3,0.77,Alto,562,7,1990
MÈxico,15034,Ecatzingo,5808,17.32,57.6,54.92,11.97,13.43,79.86,44.99,100,86.07,0.191,Alto,1045,27,1990
MÈxico,15083,Temamatla,5366,6.58,28.54,11.28,2.29,3.44,64.63,13.24,100,66.91,-1.132,Bajo,2063,78,1990
MÈxico,15012,Atizap·n,5339,11.12,35.91,4.38,1.48,3.49,73.52,27.06,100,65.53,-0.887,Bajo,1906,65,1990
MÈxico,15061,Nopaltepec,5234,14,40.78,55.91,10.99,9.48,66.51,26,100,78.94,-0.368,Medio,1525,44,1990
MÈxico,15038,Isidro Fabela,5190,14.97,44.29,55.62,11.37,20.05,68.57,37.93,100,77.9,-0.186,Medio,1349,39,1990
MÈxico,15017,Ayapango,4239,7.13,36.99,9.26,8.36,7.99,70.44,28.15,100,77.96,-0.73,Bajo,1784,58,1990
MÈxico,15066,Otzoloapan,4018,30.38,66.37,66.85,39.95,37.68,66.39,65.38,100,63.84,0.501,Alto,770,14,1990
MÈxico,15077,San SimÛn de Guerrero,3887,26.72,56.97,61.18,38.38,37.94,64,54.73,100,68.76,0.29,Alto,950,23,1990
MÈxico,15027,Chapultepec,3863,6.15,26.93,6.45,0.62,1.35,74.02,13.67,100,73.39,-1.022,Bajo,1995,70,1990
MÈxico,15098,Texcalyacac,2961,6.16,32.03,7.02,2.91,2.56,71.89,22.84,100,67.41,-0.983,Bajo,1969,67,1990
MÈxico,15116,Zacazonapan,2404,29.87,58.56,52.55,34.57,17.99,61.16,45.99,100,83.39,0.23,Alto,1001,24,1990
MÈxico,15069,Papalotla,2387,6.32,28.33,18.2,2.59,7.56,64.32,6.44,100,63.84,-1.147,Bajo,2073,80,1990
Michoac·n de Ocampo,16053,Morelia,492901,8.19,27.64,8.11,3.29,6.38,45.33,13.79,11.56,57.24,-1.757,Muy bajo,2321,113,1990
Michoac·n de Ocampo,16102,Uruapan,217068,11.77,36.45,3.6,6.63,15.78,53.99,20.91,11.18,57,-1.454,Bajo,2221,110,1990
Michoac·n de Ocampo,16108,Zamora,144899,13.76,42.69,9.18,2.33,16.98,50.24,12.19,19.82,56.32,-1.427,Bajo,2216,107,1990
Michoac·n de Ocampo,16052,L·zaro C·rdenas,134969,12.53,35.39,14.87,6.58,16.83,60.08,16.28,14.36,32.08,-1.584,Bajo,2267,112,1990
Michoac·n de Ocampo,16112,Zit·cuaro,107475,18.12,40.6,26.85,15.74,21.38,60.68,32.36,37.68,62.55,-0.832,Bajo,1862,89,1990
Michoac·n de Ocampo,16006,Apatzing·n,100926,19.36,47.76,18.61,15.96,17.48,61.78,38.93,24.06,47.54,-0.968,Bajo,1959,93,1990
Michoac·n de Ocampo,16034,Hidalgo,94049,18.23,53.43,31.22,19.52,26.53,65.35,28.36,48.46,59.39,-0.594,Bajo,1674,69,1990
Michoac·n de Ocampo,16069, La Piedad                                        ,81162,13.39,43.85,16.66,1.77,12.87,50.4,6.57,22.84,58.46,-1.397,Bajo,2203,106,1990
Michoac·n de Ocampo,16071,Puru·ndiro,70887,16.79,59.66,40.89,4.17,25.24,59.88,19.99,65.81,66.69,-0.56,Bajo,1646,66,1990
Michoac·n de Ocampo,16066,P·tzcuaro,66736,15.6,43.67,9.03,9.09,16.21,61.34,32,36.38,64.47,-0.978,Bajo,1966,96,1990
Michoac·n de Ocampo,16107,Zacapu,63085,11.74,38.2,6.18,3.69,10.5,47.67,18.66,32.02,61.24,-1.435,Bajo,2218,108,1990
Michoac·n de Ocampo,16050,MaravatÌo,59803,20.74,57.02,52.86,30.65,42.54,67.42,33.36,62.99,70.57,-0.039,Medio,1223,25,1990
Michoac·n de Ocampo,16076,Sahuayo,53945,15.93,42.45,12.87,5.24,11.9,55.25,14.75,6.45,49.71,-1.436,Bajo,2219,109,1990
Michoac·n de Ocampo,16082,Tac·mbaro,52315,22.47,56.32,15.12,29.92,26.8,65.8,40.81,56.99,63.62,-0.406,Medio,1546,54,1990
Michoac·n de Ocampo,16075, Los Reyes                                        ,50029,19.78,49.28,11.53,6.97,14.33,57.97,24.15,35.09,60.6,-1.015,Bajo,1991,99,1990
Michoac·n de Ocampo,16110,ZinapÈcuaro,48951,18.03,54.91,30.43,8.57,21.12,61.29,26.65,72.62,70.94,-0.529,Bajo,1627,64,1990
Michoac·n de Ocampo,16038,Huetamo,44010,28.41,58.16,47.77,28.48,54.24,66.39,53.49,59.62,49.57,-0.052,Medio,1236,26,1990
Michoac·n de Ocampo,16043,Jacona,40546,18.26,50.62,7.91,6.16,6.23,60.43,17.42,11.59,57.27,-1.213,Bajo,2104,103,1990
Michoac·n de Ocampo,16055,M˙gica,38399,22.1,51.42,23.96,19.16,35.14,69.62,30.19,29.66,53.01,-0.645,Bajo,1713,76,1990
Michoac·n de Ocampo,16045,Jiquilpan,36709,15.51,43.64,19.08,3.87,13.05,50.26,16.09,32.63,54.58,-1.301,Bajo,2150,104,1990
Michoac·n de Ocampo,16012,Buenavista,36214,24.16,64.23,28.87,17.98,14.11,70.6,44.41,55.93,45.93,-0.469,Medio,1592,57,1990
Michoac·n de Ocampo,16035, La Huacana                                       ,35333,30.43,66.91,52.59,35.76,42.96,71.9,60.91,74.05,61.93,0.352,Alto,897,15,1990
Michoac·n de Ocampo,16088,TarÌmbaro,33871,18.78,57.44,44.64,5.65,16.58,66.54,24.25,100,68.9,-0.328,Medio,1481,46,1990
Michoac·n de Ocampo,16085,TangancÌcuaro,33835,20.22,59.09,14.54,8.17,31.84,54.15,27.38,52.44,67.2,-0.696,Bajo,1760,80,1990
Michoac·n de Ocampo,16097,Turicato,33594,33.9,70.68,52.01,48.39,36.45,67.44,56.74,78.24,61.81,0.398,Alto,850,14,1990
Michoac·n de Ocampo,16079,Salvador Escalante,31207,21.72,59.13,7.93,16.85,21.91,72.51,45.03,50.16,66.29,-0.422,Medio,1560,56,1990
Michoac·n de Ocampo,16009,Ario,29900,20.65,56.63,18.47,27.72,22.23,63.42,51.95,56.36,68.58,-0.352,Medio,1501,53,1990
Michoac·n de Ocampo,16113,JosÈ Sixto Verduzco,29093,18.98,58.53,33.86,4.87,16.77,59.88,17.14,75.13,75.42,-0.523,Bajo,1625,62,1990
Michoac·n de Ocampo,16065,Paracho,28632,21.68,45.97,16.49,11.67,36.86,64.1,33.78,49.98,64.1,-0.639,Bajo,1702,74,1990
Michoac·n de Ocampo,16016,Coeneo,27688,16.75,58.94,33.01,4.4,24.77,59.12,32.44,100,75.38,-0.342,Medio,1495,51,1990
Michoac·n de Ocampo,16025,Chilchota,26349,24.68,53.79,27.23,17.11,11.64,68.79,48.66,60.17,69.93,-0.329,Medio,1483,47,1990
Michoac·n de Ocampo,16089,Tepalcatepec,25105,22.19,58.32,26.29,15.8,19.17,63.37,24.61,40.94,41.11,-0.851,Bajo,1883,90,1990
Michoac·n de Ocampo,16020,Cuitzeo,25042,20.51,58.03,36.7,4.78,7.13,60.39,28.81,68.54,66.91,-0.582,Bajo,1665,67,1990
Michoac·n de Ocampo,16017,Contepec,24915,23.3,61.02,62.53,14.78,42.76,65.28,32.81,100,82.06,0.217,Alto,1016,19,1990
Michoac·n de Ocampo,16106,YurÈcuaro,24313,15.01,50.02,28.79,2.4,17.99,58.12,24.59,26.33,59.37,-1.002,Bajo,1980,98,1990
Michoac·n de Ocampo,16067,Penjamillo,23965,15.77,60,51.76,8.23,11.13,59.95,27.32,100,76.34,-0.289,Medio,1454,43,1990
Michoac·n de Ocampo,16103,Venustiano Carranza,23077,18.12,52.83,18.92,3.07,7.67,57.82,25.41,50.85,47.81,-1.079,Bajo,2033,101,1990
Michoac·n de Ocampo,16010,Arteaga,22917,26.82,60.57,44.07,42.18,41.69,64.84,44.89,52.4,53.71,-0.105,Medio,1280,29,1990
Michoac·n de Ocampo,16073,Quiroga,21917,22.3,53.16,31.54,8.95,27.15,57.85,40.75,46.32,69.09,-0.532,Bajo,1629,65,1990
Michoac·n de Ocampo,16104,Villamar,21738,21.36,62.7,42.69,7.79,26.67,53.33,30.09,100,67.16,-0.335,Medio,1488,48,1990
Michoac·n de Ocampo,16064,Par·cuaro,21708,22.64,61.77,37.61,26.82,39.28,72.76,54.78,67.41,63.12,0.024,Medio,1171,22,1990
Michoac·n de Ocampo,16063,PanindÌcuaro,21342,17.28,68.32,46.79,8.42,24.99,61.87,33.54,71.09,75.13,-0.205,Medio,1366,37,1990
Michoac·n de Ocampo,16093,Tlalpujahua,21292,21.06,49.1,57.92,18.02,55.26,63.03,27.85,100,74.89,0.003,Medio,1186,23,1990
Michoac·n de Ocampo,16084,Tangamandapio,21261,29.23,64.71,29.42,12.46,26.25,67.58,48.25,32.31,70.3,-0.223,Medio,1394,39,1990
Michoac·n de Ocampo,16083,TancÌtaro,21029,24.44,68.95,25.45,35.25,32.59,67.56,44.13,100,69.29,0.111,Alto,1102,20,1990
Michoac·n de Ocampo,16056,Nahuatzen,20725,29.07,62,14.33,10.21,38.05,69.3,50,66.1,69.49,-0.152,Medio,1316,33,1990
Michoac·n de Ocampo,16008,Aquila,20275,26.74,74.64,75.6,80.78,66.3,71.7,74.6,100,65.59,1.107,Alto,351,2,1990
Michoac·n de Ocampo,16003,¡lvaro ObregÛn                                   ,19858,18.4,56.04,34.75,7.17,13.19,65.47,24.58,61.13,75.55,-0.494,Medio,1611,59,1990
Michoac·n de Ocampo,16019,Cotija,19773,21.52,59.64,19.79,8.02,12.34,58.21,20.07,36.51,55.36,-0.919,Bajo,1930,92,1990
Michoac·n de Ocampo,16062,Pajacuar·n,19678,21.46,60.34,30.11,7.68,18.34,58.95,26.75,56.03,66.16,-0.596,Bajo,1675,70,1990
Michoac·n de Ocampo,16077,San Lucas,18978,32.63,60.37,57.41,22.54,67.07,61.61,58.21,100,53.33,0.257,Alto,978,18,1990
Michoac·n de Ocampo,16033,Gabriel Zamora,18931,23.96,57.52,28.43,15.36,35.92,66.65,42.87,46.1,48.44,-0.507,Bajo,1618,61,1990
Michoac·n de Ocampo,16098, Tuxpan                                           ,18806,15.89,51.55,38.12,26.46,26.59,62.33,40.83,63.74,75.38,-0.302,Medio,1472,44,1990
Michoac·n de Ocampo,16015,Coalcom·n de V·zquez Pallares,18689,19.58,66.67,41.98,44.82,16.26,59.73,42.64,59.76,60.67,-0.225,Medio,1398,40,1990
Michoac·n de Ocampo,16105,Vista Hermosa,18209,16.93,53.27,19.18,1.9,21.54,56.56,23.19,49.37,54.06,-0.99,Bajo,1977,97,1990
Michoac·n de Ocampo,16044,JimÈnez,17474,14.75,56.92,29.36,4.38,20.84,52.88,28.54,71,66.55,-0.714,Bajo,1773,82,1990
Michoac·n de Ocampo,16002,Aguililla,17424,24.97,66.72,35.53,32.98,25.14,58.62,31.11,56.51,43.95,-0.49,Medio,1609,58,1990
Michoac·n de Ocampo,16099,Tuzantla,16576,33.11,63.7,72.64,48.3,69.54,63.21,62.1,100,63.35,0.688,Alto,627,9,1990
Michoac·n de Ocampo,16022,Charo,16213,17.53,55.92,48.92,15.37,11.65,67.7,44.09,100,80.54,-0.053,Medio,1238,27,1990
Michoac·n de Ocampo,16004,Angamacutiro,16164,15.14,60.37,40.4,8.43,12.21,55.24,27.9,68.52,75.23,-0.528,Bajo,1626,63,1990
Michoac·n de Ocampo,16068,Perib·n,16005,17.2,56.35,8.12,16.43,7.88,63.08,27.49,42.65,44.57,-1.031,Bajo,1999,100,1990
Michoac·n de Ocampo,16092,Tiquicheo de Nicol·s Romero,15969,36.83,73.09,74.53,53.02,65.62,69.06,64.24,100,67.33,0.959,Alto,444,4,1990
Michoac·n de Ocampo,16030,Ecuandureo,15945,16.18,63.34,39.87,2.69,17.36,52.15,18.02,100,64.82,-0.585,Bajo,1667,68,1990
Michoac·n de Ocampo,16042,Ixtl·n,15510,20.76,63.82,31.84,2.2,6.01,57.07,24.99,65.49,69.81,-0.614,Bajo,1684,71,1990
Michoac·n de Ocampo,16080,Senguio,15446,26.03,63.25,69.63,42.04,50.8,66.94,46.41,100,67.47,0.454,Alto,798,12,1990
Michoac·n de Ocampo,16031,Epitacio Huerta,15419,26.32,69.47,70.41,37.04,71.2,63.07,33.53,100,82.97,0.638,Alto,654,10,1990
Michoac·n de Ocampo,16049,Madero,15339,31.49,70.65,48.3,60.51,41.49,69.47,60.86,100,66.66,0.619,Alto,673,11,1990
Michoac·n de Ocampo,16078,Santa Ana Maya,15110,19.91,61.23,31.21,5.74,11.27,63.12,34.88,61.7,68.37,-0.505,Bajo,1617,60,1990
Michoac·n de Ocampo,16024,Cher·n,14870,26.03,54.16,7.17,10.83,8.94,66.87,55.1,20.34,62.6,-0.681,Bajo,1746,77,1990
Michoac·n de Ocampo,16029,Churumuco,14789,30.89,70.58,65.98,54.48,43.76,72.95,70.16,100,56.99,0.69,Alto,624,8,1990
Michoac·n de Ocampo,16040,Indaparapeo,14750,19.44,57.05,34.68,13.28,11.97,64.53,42.7,56.01,81.11,-0.312,Medio,1476,45,1990
Michoac·n de Ocampo,16070,PurÈpero,14674,10.7,47.45,5.74,4.14,3.87,55.99,13.24,12.08,54.4,-1.464,Bajo,2229,111,1990
Michoac·n de Ocampo,16047,Jungapeo,14391,21.21,54.71,39.41,33.68,25.24,69.97,43.23,100,66.68,-0.03,Medio,1218,24,1990
Michoac·n de Ocampo,16086,Tanhuato,13868,17.41,55.43,39.43,2.68,21.29,56.39,28.45,53.71,57.16,-0.765,Bajo,1803,83,1990
Michoac·n de Ocampo,16014,Coahuayana,13378,18.22,57.77,32.98,12.34,23.93,62.79,27.56,56.44,50.07,-0.697,Bajo,1762,81,1990
Michoac·n de Ocampo,16058,Nuevo Parangaricutiro,13265,16.15,54.23,5.8,20.38,9.99,65.9,33.09,26.39,65.61,-0.82,Bajo,1854,88,1990
Michoac·n de Ocampo,16036,Huandacareo,13189,19.19,58.28,23.02,4.32,11.68,55.95,19.63,44.51,54.22,-0.975,Bajo,1962,94,1990
Michoac·n de Ocampo,16037,Huaniqueo,12821,17.31,64.01,48.4,6.56,19.92,57.27,41.05,100,68.01,-0.255,Medio,1424,42,1990
Michoac·n de Ocampo,16072,QuerÈndaro,12742,19.32,53.13,32.19,4.77,15.31,60.9,27.22,34.47,72.52,-0.694,Bajo,1759,79,1990
Michoac·n de Ocampo,16087,Taretan,12606,17.21,54.88,17.5,9.15,15.74,66.42,36.29,51.34,66.6,-0.644,Bajo,1709,75,1990
Michoac·n de Ocampo,16091, Ting¸indÌn                                       ,12561,16.28,54.84,12.73,7.39,23.42,52.86,36.59,55.04,67.43,-0.788,Bajo,1826,87,1990
Michoac·n de Ocampo,16023,Chavinda,12472,16.89,60.79,24.96,3.37,8.98,54.39,21.61,40.37,56.74,-0.978,Bajo,1965,95,1990
Michoac·n de Ocampo,16061,Ocampo,12436,19.57,59.4,32.57,23.85,31.86,70.02,9.5,100,69.6,-0.229,Medio,1403,41,1990
Michoac·n de Ocampo,16054,Morelos,12388,14.9,59.41,53.94,4.25,28.64,63.91,34.83,100,70.59,-0.193,Medio,1356,36,1990
Michoac·n de Ocampo,16094,Tlazazalca,12173,14.73,59.98,25.96,6.12,15.14,54.27,25.93,100,51.65,-0.772,Bajo,1812,84,1990
Michoac·n de Ocampo,16032,ErongarÌcuaro,11930,20.62,57.32,18.52,6.26,15.47,62.73,34.4,100,72.15,-0.42,Medio,1559,55,1990
Michoac·n de Ocampo,16095,Tocumbo,11862,19.27,56.09,12.64,8.93,13.81,49.22,19.97,48.32,53.43,-1.091,Bajo,2038,102,1990
Michoac·n de Ocampo,16100,Tzintzuntzan,11439,20.22,53.32,34.31,9.23,42.17,66.29,40.64,100,68.92,-0.171,Medio,1330,34,1990
Michoac·n de Ocampo,16111,Ziracuaretiro,10844,15.73,57.48,10.7,11.82,37.59,69.71,46.51,100,73.38,-0.208,Medio,1368,38,1990
Michoac·n de Ocampo,16021,Charapan,10617,34.9,64.28,23.4,10.72,33.01,71.25,44.5,100,65.53,0.034,Medio,1164,21,1990
Michoac·n de Ocampo,16101,Tzitzio,10579,32.27,72.08,68.99,64.71,47.53,63.16,67.35,100,67.07,0.787,Alto,543,7,1990
Michoac·n de Ocampo,16051,Marcos Castellanos,10412,13.62,46.06,21.94,4.42,9.68,49.9,18.59,30.45,46.91,-1.371,Bajo,2184,105,1990
Michoac·n de Ocampo,16074,Cojumatl·n de RÈgules,10412,21.57,60.56,27.29,2.64,19.17,56.85,28.11,35.31,59.96,-0.787,Bajo,1825,86,1990
Michoac·n de Ocampo,16028,Churintzio,10256,9.36,54.66,25.54,3.92,14.5,56.35,9.83,100,69.98,-0.781,Bajo,1819,85,1990
Michoac·n de Ocampo,16041,Irimbo,10219,20.38,54.68,42.05,21,29.94,67.41,27.55,100,68.07,-0.177,Medio,1336,35,1990
Michoac·n de Ocampo,16060,Numar·n,10128,14.68,58.66,27.38,5.09,6.19,57.97,17.55,100,65.64,-0.691,Bajo,1758,78,1990
Michoac·n de Ocampo,16005,Angangueo,9942,18.56,45.87,33.41,17.15,20.27,66.25,13.49,100,84.02,-0.337,Medio,1491,49,1990
Michoac·n de Ocampo,16046,Ju·rez,9860,24.5,56.25,38.67,12.64,13.6,66.38,41.12,100,75.75,-0.124,Medio,1292,31,1990
Michoac·n de Ocampo,16090,Tingambato,9748,20.09,55.22,3.53,6.49,26.4,61.46,48.26,44.47,70.44,-0.627,Bajo,1692,72,1990
Michoac·n de Ocampo,16013,Car·cuaro,9680,34.39,72.77,65.49,67.42,63.22,66.7,66.3,100,68.11,0.937,Alto,460,6,1990
Michoac·n de Ocampo,16011,BriseÒas,9478,14.26,50.49,16.84,2.48,5.61,53.87,24.35,100,60.36,-0.919,Bajo,1928,91,1990
Michoac·n de Ocampo,16001,Acuitzio,9254,21.35,51.2,21.55,29.07,22.5,58.87,57.76,100,79.1,-0.128,Medio,1294,32,1990
Michoac·n de Ocampo,16018,Cop·ndaro,9132,22.35,64.2,33.72,4.15,18.94,62.9,35.09,100,84.34,-0.107,Medio,1281,30,1990
Michoac·n de Ocampo,16096,TumbiscatÌo,8965,35.8,74.15,41.06,40.19,23.02,71.88,48.18,100,68.44,0.419,Alto,831,13,1990
Michoac·n de Ocampo,16059,Nuevo Urecho,8816,25.28,68.65,40.05,22.71,16.79,72.3,64.3,100,77.09,0.304,Alto,936,16,1990
Michoac·n de Ocampo,16057,NocupÈtaro,8529,35.29,71.8,63.87,60.27,65.39,67.36,71.96,100,76.8,1.028,Alto,406,3,1990
Michoac·n de Ocampo,16027,Chuc·ndiro,8201,23.77,66.84,57.28,5.4,32.24,65.38,43.22,100,88.84,0.272,Alto,970,17,1990
Michoac·n de Ocampo,16081,Susupuato,8008,39.05,77.16,85.11,60.87,47.45,72.22,79.96,100,74.25,1.235,Muy alto,291,1,1990
Michoac·n de Ocampo,16026,Chinicuila,6795,23.02,75.66,69.82,70.87,38.86,68.05,72.35,100,81.27,0.951,Alto,450,5,1990
Michoac·n de Ocampo,16039,Huiramba,6030,19.16,55.67,16.89,18.01,8.78,70,45.66,100,65.14,-0.351,Medio,1500,52,1990
Michoac·n de Ocampo,16109,Zin·paro,5465,13.09,58.32,41.18,5.49,32.73,48.44,10.37,100,66.1,-0.639,Bajo,1700,73,1990
Michoac·n de Ocampo,16048,Lagunillas,5016,17.04,59.92,39.61,7,11.44,59.84,34.81,100,73.43,-0.342,Medio,1494,50,1990
Michoac·n de Ocampo,16007,Aporo,2492,21.92,52.11,40.13,44.44,32.67,62.44,28.01,100,69.15,-0.095,Medio,1271,28,1990
Morelos,17007,Cuernavaca,281294,6.37,21.95,5.65,1.65,5.45,43.62,8.37,0.75,48.99,-2.035,Muy bajo,2384,33,1990
Morelos,17006,Cuautla,120315,10.95,30.07,9.32,3.34,10.25,55.23,15.68,8.37,59.14,-1.542,Bajo,2252,30,1990
Morelos,17011,Jiutepec,101275,8.67,26.89,11.26,2.28,7.89,52.48,13.64,18.2,51.92,-1.686,Muy bajo,2300,31,1990
